,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,block_num,stimulus_duration,cue,stim_number,task,task_condition,cue_condition,condition,current_trial,correct_response,CTI,choices,correct_trial,ITIParams,current_question,current_key_answer,exp_id,attention_check_percent
0,True,fullscreen,0,4903,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,html-keyboard-response,1,5095,0.0-1.0-0.0,189.0,"<div class = centerbox><p class = center-block-text>
    
  <p class=""center-block-text"">
    Welcome! This experiment will take around 11 minutes.
  </p>
  <p class=""center-block-text"">
    To avoid technical issues, please keep the experiment tab (on Chrome or Firefox) active and fullscreen for the whole duration of each task.
  </p>
  <p class=""center-block-text""> Press <i>enter</i> to begin.</p>

    </p></div>",enter,instruction_feedback,180000.0,,,,,,,,,,,,,,,,,,,,
2,,instructions,2,8092,0.0-1.0-1.0,2996.0,,,instructions,,"[{'page_index': 0, 'viewing_time': 2494}, {'page_index': 1, 'viewing_time': 501}]",,,,,,,,,,,,,,,,,,,
3,,html-keyboard-response,3,9073,0.0-2.0-0.0,978.0,"<div class = bigbox><div class = picture_box><p class = block-text>
    <div class = centerbox><p class = center-block-text>Press <i>enter</i> to begin practice.</p></div>
    </font></p></div></div>",enter,practice_feedback,60000.0,,practice,0.0,,,,,,,,,,,,,,,,,
4,,call-function,4,9074,0.0-2.0-1.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
5,,html-keyboard-response,5,9578,0.0-2.0-2.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_fixation,500.0,,practice,0.0,500.0,,,,,,,,,,,,,,,,
6,,html-keyboard-response,6,9732,0.0-2.0-3.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,practice_cue,150.0,,practice,0.0,150.0,Even-Odd,7.0,parity,na,na,task_na_cue_na,0.0,.,150.0,,,,,,,
7,,html-keyboard-response,7,11240,0.0-2.0-4.0,770.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/7.png'></img></div>
      </div>
    </div>
  ",.,practice_trial,1500.0,,practice,0.0,1000.0,Even-Odd,7.0,parity,na,na,task_na_cue_na,0.0,.,150.0,"[',', '.']",1,,,,,
8,,html-keyboard-response,8,11744,0.0-2.0-5.0,,<div class = fb_box><div class = center-text><font size =20 >Correct!</font></div></div>,,practice_feedback,500.0,,practice,,,,,,,,,,,,,,,,,,
9,,html-keyboard-response,9,13486,0.0-2.0-6.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_ITI,1734.9465029748678,,practice,0.0,1734.9465029748678,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
10,,call-function,10,13486,0.0-2.0-7.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
11,,html-keyboard-response,11,13990,0.0-2.0-8.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_fixation,500.0,,practice,0.0,500.0,,,,,,,,,,,,,,,,
12,,html-keyboard-response,12,14148,0.0-2.0-9.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,practice_cue,150.0,,practice,0.0,150.0,Even-Odd,8.0,parity,stay,stay,task_stay_cue_stay,1.0,",",150.0,,,,,,,
13,,html-keyboard-response,13,15655,0.0-2.0-10.0,789.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/8.png'></img></div>
      </div>
    </div>
  ",",",practice_trial,1500.0,,practice,0.0,1000.0,Even-Odd,8.0,parity,stay,stay,task_stay_cue_stay,1.0,",",150.0,"[',', '.']",1,,,,,
14,,html-keyboard-response,14,16159,0.0-2.0-11.0,,<div class = fb_box><div class = center-text><font size =20 >Correct!</font></div></div>,,practice_feedback,500.0,,practice,,,,,,,,,,,,,,,,,,
15,,html-keyboard-response,15,16695,0.0-2.0-12.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_ITI,529.6047102854886,,practice,0.0,529.6047102854886,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
16,,call-function,16,16695,0.0-2.0-13.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
17,,html-keyboard-response,17,17200,0.0-2.0-14.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_fixation,500.0,,practice,0.0,500.0,,,,,,,,,,,,,,,,
18,,html-keyboard-response,18,17357,0.0-2.0-15.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,practice_cue,150.0,,practice,0.0,150.0,Magnitude,6.0,magnitude,switch,switch,task_switch_cue_switch,2.0,",",150.0,,,,,,,
19,,html-keyboard-response,19,18865,0.0-2.0-16.0,823.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/6.png'></img></div>
      </div>
    </div>
  ",",",practice_trial,1500.0,,practice,0.0,1000.0,Magnitude,6.0,magnitude,switch,switch,task_switch_cue_switch,2.0,",",150.0,"[',', '.']",1,,,,,
20,,html-keyboard-response,20,19369,0.0-2.0-17.0,,<div class = fb_box><div class = center-text><font size =20 >Correct!</font></div></div>,,practice_feedback,500.0,,practice,,,,,,,,,,,,,,,,,,
21,,html-keyboard-response,21,19507,0.0-2.0-18.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_ITI,136.60830354061977,,practice,0.0,136.60830354061977,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
22,,call-function,22,19508,0.0-2.0-19.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
23,,html-keyboard-response,23,20012,0.0-2.0-20.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_fixation,500.0,,practice,0.0,500.0,,,,,,,,,,,,,,,,
24,,html-keyboard-response,24,20169,0.0-2.0-21.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,practice_cue,150.0,,practice,0.0,150.0,High-Low,7.0,magnitude,stay,switch,task_stay_cue_switch,3.0,",",150.0,,,,,,,
25,,html-keyboard-response,25,21676,0.0-2.0-22.0,720.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/7.png'></img></div>
      </div>
    </div>
  ",.,practice_trial,1500.0,,practice,0.0,1000.0,High-Low,7.0,magnitude,stay,switch,task_stay_cue_switch,3.0,",",150.0,"[',', '.']",0,,,,,
26,,html-keyboard-response,26,22181,0.0-2.0-23.0,,<div class = fb_box><div class = center-text><font size =20 >Incorrect</font></div></div>,,practice_feedback,500.0,,practice,,,,,,,,,,,,,,,,,,
27,,html-keyboard-response,27,22727,0.0-2.0-24.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_ITI,540.8068983958319,,practice,0.0,540.8068983958319,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
28,,call-function,28,22728,0.0-2.0-25.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
29,,html-keyboard-response,29,23232,0.0-2.0-26.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_fixation,500.0,,practice,0.0,500.0,,,,,,,,,,,,,,,,
30,,html-keyboard-response,30,23389,0.0-2.0-27.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,practice_cue,150.0,,practice,0.0,150.0,Even-Odd,1.0,parity,switch,switch,task_switch_cue_switch,4.0,.,150.0,,,,,,,
31,,html-keyboard-response,31,24891,0.0-2.0-28.0,815.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/1.png'></img></div>
      </div>
    </div>
  ",.,practice_trial,1500.0,,practice,0.0,1000.0,Even-Odd,1.0,parity,switch,switch,task_switch_cue_switch,4.0,.,150.0,"[',', '.']",1,,,,,
32,,html-keyboard-response,32,25396,0.0-2.0-29.0,,<div class = fb_box><div class = center-text><font size =20 >Correct!</font></div></div>,,practice_feedback,500.0,,practice,,,,,,,,,,,,,,,,,,
33,,html-keyboard-response,33,25756,0.0-2.0-30.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_ITI,353.7587122413279,,practice,0.0,353.7587122413279,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
34,,html-keyboard-response,34,26457,0.0-3.0-0.0,699.0,"<div class = bigbox><div class = picture_box><p class = block-text>
    
        <div class=""centerbox"">
          <p class=""center-block-text"">We will now start the test portion.</p>
          <p class=""block-text"">Keep your <b>index finger</b> on the <b>comma key (,)</b> and your <b>middle finger</b> on the <b>period key (.)</b></p>
          <p class=""block-text"">Press <i>enter</i> to continue.</p>
        </div>
      
    </font></p></div></div>",enter,test_feedback,60000.0,,test,0.0,,,,,,,,,,,,,,,,,
35,,html-keyboard-response,35,27328,0.0-3.0-1.0-0.0,869.0,,m,test_attention_check,,,test,0.0,,,,,,,,,,,,True,,<p class='block-text'>Press the M key</p> <div class=block-text>This screen will advance automatically in 1 minute.</div>,77.0,,
36,,call-function,36,27328,0.0-3.0-2.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
37,,html-keyboard-response,37,27829,0.0-3.0-3.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,
38,,html-keyboard-response,38,27981,0.0-3.0-4.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,Even-Odd,3.0,parity,na,na,task_na_cue_na,0.0,.,150.0,,,,,,,
39,,html-keyboard-response,39,29486,0.0-3.0-5.0,693.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/3.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,0.0,1000.0,Even-Odd,3.0,parity,na,na,task_na_cue_na,0.0,.,150.0,"[',', '.']",1,,,,,
40,,html-keyboard-response,40,30629,0.0-3.0-6.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,1141.3358665762464,,test,0.0,1141.3358665762464,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
41,,call-function,41,30630,0.0-3.0-7.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
42,,html-keyboard-response,42,31133,0.0-3.0-8.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,
43,,html-keyboard-response,43,31287,0.0-3.0-9.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,Magnitude,4.0,magnitude,switch,switch,task_switch_cue_switch,1.0,.,150.0,,,,,,,
44,,html-keyboard-response,44,32794,0.0-3.0-10.0,714.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/4.png'></img></div>
      </div>
    </div>
  ",",",test_trial,1500.0,,test,0.0,1000.0,Magnitude,4.0,magnitude,switch,switch,task_switch_cue_switch,1.0,.,150.0,"[',', '.']",0,,,,,
45,,html-keyboard-response,45,32824,0.0-3.0-11.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,28.10340848729112,,test,0.0,28.10340848729112,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
46,,call-function,46,32824,0.0-3.0-12.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
47,,html-keyboard-response,47,33329,0.0-3.0-13.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,
48,,html-keyboard-response,48,33485,0.0-3.0-14.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,Magnitude,6.0,magnitude,stay,stay,task_stay_cue_stay,2.0,",",150.0,,,,,,,
49,,html-keyboard-response,49,34989,0.0-3.0-15.0,882.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/6.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,0.0,1000.0,Magnitude,6.0,magnitude,stay,stay,task_stay_cue_stay,2.0,",",150.0,"[',', '.']",0,,,,,
50,,html-keyboard-response,50,35022,0.0-3.0-16.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,29.770023159069332,,test,0.0,29.770023159069332,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
51,,call-function,51,35023,0.0-3.0-17.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
52,,html-keyboard-response,52,35525,0.0-3.0-18.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,
53,,html-keyboard-response,53,35681,0.0-3.0-19.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,Even-Odd,1.0,parity,switch,switch,task_switch_cue_switch,3.0,.,150.0,,,,,,,
54,,html-keyboard-response,54,37188,0.0-3.0-20.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/1.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,0.0,1000.0,Even-Odd,1.0,parity,switch,switch,task_switch_cue_switch,3.0,.,150.0,"[',', '.']",0,,,,,
55,,html-keyboard-response,55,37782,0.0-3.0-21.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,587.0638633991415,,test,0.0,587.0638633991415,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
56,,call-function,56,37783,0.0-3.0-22.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
57,,html-keyboard-response,57,38284,0.0-3.0-23.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,
58,,html-keyboard-response,58,38437,0.0-3.0-24.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,Magnitude,4.0,magnitude,switch,switch,task_switch_cue_switch,4.0,.,150.0,,,,,,,
59,,html-keyboard-response,59,39944,0.0-3.0-25.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/4.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,0.0,1000.0,Magnitude,4.0,magnitude,switch,switch,task_switch_cue_switch,4.0,.,150.0,"[',', '.']",0,,,,,
60,,html-keyboard-response,60,40790,0.0-3.0-26.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,843.074158544185,,test,0.0,843.074158544185,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
61,,call-function,61,40790,0.0-3.0-27.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
62,,html-keyboard-response,62,41293,0.0-3.0-28.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,
63,,html-keyboard-response,63,41449,0.0-3.0-29.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,High-Low,3.0,magnitude,stay,switch,task_stay_cue_switch,5.0,.,150.0,,,,,,,
64,,html-keyboard-response,64,42957,0.0-3.0-30.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/3.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,0.0,1000.0,High-Low,3.0,magnitude,stay,switch,task_stay_cue_switch,5.0,.,150.0,"[',', '.']",0,,,,,
65,,html-keyboard-response,65,43285,0.0-3.0-31.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,326.68655689162034,,test,0.0,326.68655689162034,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
66,,call-function,66,43285,0.0-3.0-32.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
67,,html-keyboard-response,67,43788,0.0-3.0-33.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,
68,,html-keyboard-response,68,43939,0.0-3.0-34.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,Magnitude,9.0,magnitude,stay,switch,task_stay_cue_switch,6.0,",",150.0,,,,,,,
69,,html-keyboard-response,69,45446,0.0-3.0-35.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/9.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,0.0,1000.0,Magnitude,9.0,magnitude,stay,switch,task_stay_cue_switch,6.0,",",150.0,"[',', '.']",0,,,,,
70,,html-keyboard-response,70,46149,0.0-3.0-36.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,698.422605573917,,test,0.0,698.422605573917,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
71,,call-function,71,46149,0.0-3.0-37.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
72,,html-keyboard-response,72,46653,0.0-3.0-38.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,
73,,html-keyboard-response,73,46808,0.0-3.0-39.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,Even-Odd,1.0,parity,switch,switch,task_switch_cue_switch,7.0,.,150.0,,,,,,,
74,,html-keyboard-response,74,48315,0.0-3.0-40.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/1.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,0.0,1000.0,Even-Odd,1.0,parity,switch,switch,task_switch_cue_switch,7.0,.,150.0,"[',', '.']",0,,,,,
75,,html-keyboard-response,75,48321,0.0-3.0-41.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,4.7180744240806325,,test,0.0,4.7180744240806325,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
76,,call-function,76,48321,0.0-3.0-42.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
77,,html-keyboard-response,77,48827,0.0-3.0-43.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,
78,,html-keyboard-response,78,48984,0.0-3.0-44.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,Parity,4.0,parity,stay,switch,task_stay_cue_switch,8.0,",",150.0,,,,,,,
79,,html-keyboard-response,79,50488,0.0-3.0-45.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/4.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,0.0,1000.0,Parity,4.0,parity,stay,switch,task_stay_cue_switch,8.0,",",150.0,"[',', '.']",0,,,,,
80,,html-keyboard-response,80,51293,0.0-3.0-46.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,798.8389240378937,,test,0.0,798.8389240378937,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
81,,call-function,81,51294,0.0-3.0-47.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
82,,html-keyboard-response,82,51799,0.0-3.0-48.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,
83,,html-keyboard-response,83,51955,0.0-3.0-49.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,High-Low,2.0,magnitude,switch,switch,task_switch_cue_switch,9.0,.,150.0,,,,,,,
84,,html-keyboard-response,84,53458,0.0-3.0-50.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/2.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,0.0,1000.0,High-Low,2.0,magnitude,switch,switch,task_switch_cue_switch,9.0,.,150.0,"[',', '.']",0,,,,,
85,,html-keyboard-response,85,53673,0.0-3.0-51.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,208.2442952567149,,test,0.0,208.2442952567149,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
86,,call-function,86,53673,0.0-3.0-52.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
87,,html-keyboard-response,87,54176,0.0-3.0-53.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,
88,,html-keyboard-response,88,54328,0.0-3.0-54.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,Even-Odd,6.0,parity,switch,switch,task_switch_cue_switch,10.0,",",150.0,,,,,,,
89,,html-keyboard-response,89,55835,0.0-3.0-55.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/6.png'></img></div>
      </div>
    </div>
  ",,test_trial,1500.0,,test,0.0,1000.0,Even-Odd,6.0,parity,switch,switch,task_switch_cue_switch,10.0,",",150.0,"[',', '.']",0,,,,,
90,,html-keyboard-response,90,55865,0.0-3.0-56.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,28.24057932552465,,test,0.0,28.24057932552465,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
91,,call-function,91,55866,0.0-3.0-57.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,,
92,,html-keyboard-response,92,56371,0.0-3.0-58.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,,
93,,html-keyboard-response,93,56528,0.0-3.0-59.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,Even-Odd,3.0,parity,stay,stay,task_stay_cue_stay,11.0,.,150.0,,,,,,,
