,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,block_num,stimulus_duration,cue,stim_number,task,task_condition,cue_condition,current_trial,correct_response,CTI,choices,correct_trial,ITIParams,attention_check_question,current_key_answer,exp_id,attention_check_percent
0,True,fullscreen,0,3998,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,,html-keyboard-response,1,4493,0.0-1.0-0.0,492.0,"<div class = centerbox><p class = center-block-text>
    
  <p class=""center-block-text"">
    Welcome! This experiment will take around 11 minutes.
  </p>
  <p class=""center-block-text"">
    To avoid technical issues, please keep the experiment tab (on Chrome or Firefox) active and fullscreen for the whole duration of each task.
  </p>
  <p class=""center-block-text""> Press <i>enter</i> to begin.</p>

    </p></div>",enter,instruction_feedback,180000.0,,,,,,,,,,,,,,,,,,,
2,,instructions,2,43831,0.0-1.0-1.0,39337.0,,,instructions,,"[{'page_index': 0, 'viewing_time': 18981}, {'page_index': 1, 'viewing_time': 20355}]",,,,,,,,,,,,,,,,,,
3,,html-keyboard-response,3,44791,0.0-2.0-0.0,957.0,"<div class = bigbox><div class = picture_box><p class = block-text>
    <div class = centerbox><p class = center-block-text>Press <i>enter</i> to begin practice.</p></div>
    </font></p></div></div>",enter,practice_feedback,60000.0,,practice,0.0,,,,,,,,,,,,,,,,
4,,call-function,4,44792,0.0-2.0-1.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,
5,,html-keyboard-response,5,45295,0.0-2.0-2.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_fixation,500.0,,practice,0.0,500.0,,,,,,,,,,,,,,,
6,,html-keyboard-response,6,45452,0.0-2.0-3.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,practice_cue,150.0,,practice,0.0,150.0,Magnitude,4.0,magnitude,na,na,0.0,.,150.0,,,,,,,
7,,html-keyboard-response,7,46956,0.0-2.0-4.0,627.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/4.png'></img></div>
      </div>
    </div>
  ",.,practice_trial,1500.0,,practice,0.0,1000.0,Magnitude,4.0,magnitude,na,na,0.0,.,150.0,"[',', '.']",1.0,,,,,
8,,html-keyboard-response,8,47461,0.0-2.0-5.0,,<div class = fb_box><div class = center-text><font size =20 >Correct!</font></div></div>,,practice_feedback,500.0,,practice,,,,,,,,,,,,,,,,,
9,,html-keyboard-response,9,47858,0.0-2.0-6.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_ITI,392.73758087567813,,practice,0.0,392.73758087567813,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
10,,call-function,10,47859,0.0-2.0-7.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,
11,,html-keyboard-response,11,48363,0.0-2.0-8.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_fixation,500.0,,practice,0.0,500.0,,,,,,,,,,,,,,,
12,,html-keyboard-response,12,48521,0.0-2.0-9.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,practice_cue,150.0,,practice,0.0,150.0,High-Low,1.0,magnitude,stay,switch,1.0,.,150.0,,,,,,,
13,,html-keyboard-response,13,50029,0.0-2.0-10.0,738.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/1.png'></img></div>
      </div>
    </div>
  ",.,practice_trial,1500.0,,practice,0.0,1000.0,High-Low,1.0,magnitude,stay,switch,1.0,.,150.0,"[',', '.']",1.0,,,,,
14,,html-keyboard-response,14,50535,0.0-2.0-11.0,,<div class = fb_box><div class = center-text><font size =20 >Correct!</font></div></div>,,practice_feedback,500.0,,practice,,,,,,,,,,,,,,,,,
15,,html-keyboard-response,15,50817,0.0-2.0-12.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_ITI,278.70400777567414,,practice,0.0,278.70400777567414,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
16,,call-function,16,50818,0.0-2.0-13.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,
17,,html-keyboard-response,17,51322,0.0-2.0-14.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_fixation,500.0,,practice,0.0,500.0,,,,,,,,,,,,,,,
18,,html-keyboard-response,18,51479,0.0-2.0-15.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,practice_cue,150.0,,practice,0.0,150.0,Even-Odd,2.0,parity,switch,switch,2.0,",",150.0,,,,,,,
19,,html-keyboard-response,19,52986,0.0-2.0-16.0,686.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/2.png'></img></div>
      </div>
    </div>
  ",",",practice_trial,1500.0,,practice,0.0,1000.0,Even-Odd,2.0,parity,switch,switch,2.0,",",150.0,"[',', '.']",1.0,,,,,
20,,html-keyboard-response,20,53490,0.0-2.0-17.0,,<div class = fb_box><div class = center-text><font size =20 >Correct!</font></div></div>,,practice_feedback,500.0,,practice,,,,,,,,,,,,,,,,,
21,,html-keyboard-response,21,53794,0.0-2.0-18.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_ITI,297.55535032055343,,practice,0.0,297.55535032055343,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
22,,call-function,22,53795,0.0-2.0-19.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,
23,,html-keyboard-response,23,54298,0.0-2.0-20.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_fixation,500.0,,practice,0.0,500.0,,,,,,,,,,,,,,,
24,,html-keyboard-response,24,54455,0.0-2.0-21.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,practice_cue,150.0,,practice,0.0,150.0,Magnitude,8.0,magnitude,switch,switch,3.0,",",150.0,,,,,,,
25,,html-keyboard-response,25,55962,0.0-2.0-22.0,799.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/8.png'></img></div>
      </div>
    </div>
  ",",",practice_trial,1500.0,,practice,0.0,1000.0,Magnitude,8.0,magnitude,switch,switch,3.0,",",150.0,"[',', '.']",1.0,,,,,
26,,html-keyboard-response,26,56466,0.0-2.0-23.0,,<div class = fb_box><div class = center-text><font size =20 >Correct!</font></div></div>,,practice_feedback,500.0,,practice,,,,,,,,,,,,,,,,,
27,,html-keyboard-response,27,57686,0.0-2.0-24.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_ITI,1218.6823399227221,,practice,0.0,1218.6823399227221,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
28,,call-function,28,57687,0.0-2.0-25.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,
29,,html-keyboard-response,29,58189,0.0-2.0-26.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_fixation,500.0,,practice,0.0,500.0,,,,,,,,,,,,,,,
30,,html-keyboard-response,30,58345,0.0-2.0-27.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,practice_cue,150.0,,practice,0.0,150.0,Magnitude,3.0,magnitude,stay,stay,4.0,.,150.0,,,,,,,
31,,html-keyboard-response,31,59852,0.0-2.0-28.0,637.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/3.png'></img></div>
      </div>
    </div>
  ",.,practice_trial,1500.0,,practice,0.0,1000.0,Magnitude,3.0,magnitude,stay,stay,4.0,.,150.0,"[',', '.']",1.0,,,,,
32,,html-keyboard-response,32,60355,0.0-2.0-29.0,,<div class = fb_box><div class = center-text><font size =20 >Correct!</font></div></div>,,practice_feedback,500.0,,practice,,,,,,,,,,,,,,,,,
33,,html-keyboard-response,33,60624,0.0-2.0-30.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,practice_ITI,262.1203333421287,,practice,0.0,262.1203333421287,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
34,,html-keyboard-response,34,65117,0.0-3.0-0.0,4490.0,"<div class = bigbox><div class = picture_box><p class = block-text>
    
        <div class=""centerbox"">
          <p class=""center-block-text"">We will now start the test portion.</p>
          <p class=""block-text"">Keep your <b>index finger</b> on the <b>comma key (,)</b> and your <b>middle finger</b> on the <b>period key (.)</b></p>
          <p class=""block-text"">Press <i>enter</i> to continue.</p>
        </div>
      
    </font></p></div></div>",enter,test_feedback,60000.0,,test,0.0,,,,,,,,,,,,,,,,
35,,html-keyboard-response,35,67298,0.0-3.0-1.0-0.0,2180.0,,b,test_attention_check,,,test,0.0,,,,,,,,,,,1.0,,<p class='block-text'>Press the key for the second letter of the English alphabet.</p> <div class=block-text>This screen will advance automatically in 1 minute.</div>,66.0,,
36,,call-function,36,67299,0.0-3.0-2.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,
37,,html-keyboard-response,37,67801,0.0-3.0-3.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,
38,,html-keyboard-response,38,67958,0.0-3.0-4.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,Magnitude,6.0,magnitude,na,na,0.0,",",150.0,,,,,,,
39,,html-keyboard-response,39,69462,0.0-3.0-5.0,505.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/6.png'></img></div>
      </div>
    </div>
  ",",",test_trial,1500.0,,test,0.0,1000.0,Magnitude,6.0,magnitude,na,na,0.0,",",150.0,"[',', '.']",1.0,,,,,
40,,html-keyboard-response,40,69974,0.0-3.0-6.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,509.7083087505148,,test,0.0,509.7083087505148,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
41,,call-function,41,69975,0.0-3.0-7.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,
42,,html-keyboard-response,42,70479,0.0-3.0-8.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,
43,,html-keyboard-response,43,70634,0.0-3.0-9.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,High-Low,7.0,magnitude,stay,switch,1.0,",",150.0,,,,,,,
44,,html-keyboard-response,44,72141,0.0-3.0-10.0,607.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/7.png'></img></div>
      </div>
    </div>
  ",",",test_trial,1500.0,,test,0.0,1000.0,High-Low,7.0,magnitude,stay,switch,1.0,",",150.0,"[',', '.']",1.0,,,,,
45,,html-keyboard-response,45,73035,0.0-3.0-11.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,888.098831469348,,test,0.0,888.098831469348,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
46,,call-function,46,73036,0.0-3.0-12.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,
47,,html-keyboard-response,47,73539,0.0-3.0-13.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,
48,,html-keyboard-response,48,73695,0.0-3.0-14.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,High-Low,4.0,magnitude,stay,stay,2.0,.,150.0,,,,,,,
49,,html-keyboard-response,49,75197,0.0-3.0-15.0,654.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/4.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,0.0,1000.0,High-Low,4.0,magnitude,stay,stay,2.0,.,150.0,"[',', '.']",1.0,,,,,
50,,html-keyboard-response,50,75350,0.0-3.0-16.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,145.8440410651027,,test,0.0,145.8440410651027,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
51,,call-function,51,75350,0.0-3.0-17.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,
52,,html-keyboard-response,52,75854,0.0-3.0-18.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,
53,,html-keyboard-response,53,76010,0.0-3.0-19.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,High-Low,8.0,magnitude,stay,stay,3.0,",",150.0,,,,,,,
54,,html-keyboard-response,54,77517,0.0-3.0-20.0,598.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/8.png'></img></div>
      </div>
    </div>
  ",",",test_trial,1500.0,,test,0.0,1000.0,High-Low,8.0,magnitude,stay,stay,3.0,",",150.0,"[',', '.']",1.0,,,,,
55,,html-keyboard-response,55,77572,0.0-3.0-21.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,48.360266851562514,,test,0.0,48.360266851562514,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
56,,call-function,56,77572,0.0-3.0-22.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,
57,,html-keyboard-response,57,78077,0.0-3.0-23.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,
58,,html-keyboard-response,58,78233,0.0-3.0-24.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,High-Low,4.0,magnitude,stay,stay,4.0,.,150.0,,,,,,,
59,,html-keyboard-response,59,79740,0.0-3.0-25.0,662.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/4.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,0.0,1000.0,High-Low,4.0,magnitude,stay,stay,4.0,.,150.0,"[',', '.']",1.0,,,,,
60,,html-keyboard-response,60,79973,0.0-3.0-26.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,228.59298686093206,,test,0.0,228.59298686093206,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
61,,call-function,61,79974,0.0-3.0-27.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,
62,,html-keyboard-response,62,80477,0.0-3.0-28.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,
63,,html-keyboard-response,63,80634,0.0-3.0-29.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,Parity,9.0,parity,switch,switch,5.0,.,150.0,,,,,,,
64,,html-keyboard-response,64,82142,0.0-3.0-30.0,844.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/9.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,0.0,1000.0,Parity,9.0,parity,switch,switch,5.0,.,150.0,"[',', '.']",1.0,,,,,
65,,html-keyboard-response,65,82194,0.0-3.0-31.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,45.48017632924282,,test,0.0,45.48017632924282,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
66,,call-function,66,82194,0.0-3.0-32.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,
67,,html-keyboard-response,67,82697,0.0-3.0-33.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,
68,,html-keyboard-response,68,82854,0.0-3.0-34.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,Even-Odd,7.0,parity,stay,switch,6.0,.,150.0,,,,,,,
69,,html-keyboard-response,69,84361,0.0-3.0-35.0,742.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/7.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,0.0,1000.0,Even-Odd,7.0,parity,stay,switch,6.0,.,150.0,"[',', '.']",1.0,,,,,
70,,html-keyboard-response,70,84472,0.0-3.0-36.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,104.87223498430507,,test,0.0,104.87223498430507,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
71,,call-function,71,84472,0.0-3.0-37.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,
72,,html-keyboard-response,72,84977,0.0-3.0-38.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,
73,,html-keyboard-response,73,85133,0.0-3.0-39.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,Magnitude,8.0,magnitude,switch,switch,7.0,",",150.0,,,,,,,
74,,html-keyboard-response,74,86641,0.0-3.0-40.0,711.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Magnitude</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/8.png'></img></div>
      </div>
    </div>
  ",",",test_trial,1500.0,,test,0.0,1000.0,Magnitude,8.0,magnitude,switch,switch,7.0,",",150.0,"[',', '.']",1.0,,,,,
75,,html-keyboard-response,75,86921,0.0-3.0-41.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,278.8476356814158,,test,0.0,278.8476356814158,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
76,,call-function,76,86922,0.0-3.0-42.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,
77,,html-keyboard-response,77,87424,0.0-3.0-43.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,
78,,html-keyboard-response,78,87580,0.0-3.0-44.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,High-Low,4.0,magnitude,stay,switch,8.0,.,150.0,,,,,,,
79,,html-keyboard-response,79,89088,0.0-3.0-45.0,585.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/4.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,0.0,1000.0,High-Low,4.0,magnitude,stay,switch,8.0,.,150.0,"[',', '.']",1.0,,,,,
80,,html-keyboard-response,80,89217,0.0-3.0-46.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,127.64421521146144,,test,0.0,127.64421521146144,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
81,,call-function,81,89217,0.0-3.0-47.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,
82,,html-keyboard-response,82,89722,0.0-3.0-48.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,
83,,html-keyboard-response,83,89878,0.0-3.0-49.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,Even-Odd,4.0,parity,switch,switch,9.0,",",150.0,,,,,,,
84,,html-keyboard-response,84,91384,0.0-3.0-50.0,670.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Even-Odd</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/4.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,0.0,1000.0,Even-Odd,4.0,parity,switch,switch,9.0,",",150.0,"[',', '.']",0.0,,,,,
85,,html-keyboard-response,85,92368,0.0-3.0-51.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,978.9107276539617,,test,0.0,978.9107276539617,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
86,,call-function,86,92369,0.0-3.0-52.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,
87,,html-keyboard-response,87,92872,0.0-3.0-53.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,
88,,html-keyboard-response,88,93028,0.0-3.0-54.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,High-Low,1.0,magnitude,switch,switch,10.0,.,150.0,,,,,,,
89,,html-keyboard-response,89,94536,0.0-3.0-55.0,545.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">High-Low</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/1.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,0.0,1000.0,High-Low,1.0,magnitude,switch,switch,10.0,.,150.0,"[',', '.']",1.0,,,,,
90,,html-keyboard-response,90,95127,0.0-3.0-56.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,584.7561529023795,,test,0.0,584.7561529023795,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
91,,call-function,91,95128,0.0-3.0-57.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,
92,,html-keyboard-response,92,95631,0.0-3.0-58.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,,,,,
93,,html-keyboard-response,93,95788,0.0-3.0-59.0,,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""fixation"">+</div>
    </div>
  ",,test_cue,150.0,,test,0.0,150.0,Parity,1.0,parity,switch,switch,11.0,.,150.0,,,,,,,
94,,html-keyboard-response,94,97295,0.0-3.0-60.0,610.0,"
    <div class=""upperbox"">
      <div class=""center-text"" style=""color:white;"">Parity</div>
    </div>
    <div class=""lowerbox"">
      <div class=""gng_number"">
        <div class=""cue-text""><img class = center src='/static/experiments/cued_task_switching_rdoc/images/1.png'></img></div>
      </div>
    </div>
  ",.,test_trial,1500.0,,test,0.0,1000.0,Parity,1.0,parity,switch,switch,11.0,.,150.0,"[',', '.']",1.0,,,,,
95,,html-keyboard-response,95,97498,0.0-3.0-61.0,,<div class = upperbox><div class = fixation>+</div></div><div class = lowerbox><div class = fixation>+</div></div>,,test_ITI,197.8176453624332,,test,0.0,197.8176453624332,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
96,,call-function,96,97499,0.0-3.0-62.0,,,,set_stims,,,,,,,,,,,,,,,,,,,,
